bailable,energia,valencia,acustico,instrumental,popularidad,tempo,genero
0.704,0.799,0.685,0.0385,0.000251,22,119.962,4
0.779,0.834,0.8,0.0343,0.0,60,100.46,4
0.473,0.352,0.0966,0.424,1.74e-05,16,87.791,4
0.621,0.729,0.727,0.149,1.11e-05,17,142.076,4
0.567,0.365,0.285,0.527,0.0,26,115.881,4
0.8,0.697,0.818,0.00273,0.0,33,149.026,4
0.371,0.746,0.158,0.622,0.0,31,110.476,4
0.951,0.606,0.965,0.0288,1.85e-06,17,119.999,4
0.701,0.747,0.593,0.0223,0.0,16,97.05,4
0.325,0.974,0.662,0.00445,1.55e-06,50,186.632,4
0.499,0.685,0.422,0.522,0.0,33,112.854,4
0.661,0.769,0.504,0.146,0.0,25,132.013,4
0.545,0.896,0.334,0.0264,0.0,35,127.961,4
0.402,0.939,0.521,0.0131,0.0,22,200.425,4
0.428,0.475,0.238,0.0969,0.0,12,79.09,4
0.618,0.679,0.38,0.225,0.0,29,112.699,4
0.431,0.723,0.495,0.674,0.0,27,82.3,4
0.633,0.396,0.272,0.0786,0.000338,25,59.82,4
0.259,0.436,0.152,0.0994,0.0,50,78.096,4
0.293,0.46,0.191,0.14,0.0,53,97.635,4
0.499,0.337,0.375,0.743,0.0,39,84.567,4
0.429,0.363,0.16,0.338,0.000343,45,75.483,4
0.373,0.356,0.258,0.485,0.0,39,94.612,4
0.267,0.503,0.137,0.0227,0.0,53,145.141,4
0.436,0.636,0.272,0.00914,0.0,52,93.594,4
0.391,0.711,0.276,0.00314,0.0,40,147.592,4
0.295,0.76,0.345,0.218,0.0,34,143.32,4
0.445,0.792,0.483,0.0143,4.48e-06,35,162.015,4
0.879,0.419,0.847,0.315,0.0,58,148.993,4
0.358,0.774,0.436,0.048,2.38e-05,23,177.1,4
0.576,0.871,0.317,0.00879,0.0,20,86.857,4
0.792,0.729,0.648,0.179,0.00259,20,87.003,4
0.695,0.802,0.581,0.0712,0.726,23,98.061,4
0.604,0.738,0.216,0.0265,0.782,20,94.891,4
0.535,0.538,0.116,0.00645,0.762,20,74.112,4
0.581,0.766,0.629,0.00176,0.91,40,148.992,4
0.514,0.686,0.524,0.0104,0.0,26,81.328,4
0.686,0.603,0.651,0.0343,2.27e-05,26,119.945,4
0.714,0.7,0.805,0.131,0.0,30,128.914,4
0.799,0.726,0.579,0.0106,0.00106,30,117.988,4
0.672,0.755,0.51,0.014,0.826,48,77.549,4
0.561,0.675,0.211,0.0779,0.00297,22,145.004,4
0.64,0.939,0.859,0.16,0.0114,45,101.001,4
0.472,0.805,0.512,0.0491,0.0162,57,94.922,4
0.695,0.846,0.832,0.678,0.0,47,95.515,4
0.432,0.652,0.26,0.00211,0.0,57,76.859,4
0.685,0.545,0.506,0.173,1.44e-05,59,94.061,4
0.601,0.641,0.556,0.215,0.013,47,160.926,4
0.545,0.451,0.502,0.302,0.0,52,115.21,4
0.52,0.778,0.388,0.324,0.0,54,164.677,4
0.653,0.668,0.711,0.00116,0.00269,65,160.048,4
0.701,0.417,0.186,0.0888,0.000648,65,95.003,4
0.543,0.394,0.118,0.695,0.000239,72,137.811,4
0.567,0.388,0.452,0.782,0.000309,77,116.362,4
0.513,0.131,0.814,0.983,0.00414,64,105.808,4
0.444,0.0924,0.219,0.784,0.0,71,108.917,4
0.421,0.0952,0.0773,0.931,0.000201,66,109.698,4
0.64,0.548,0.181,0.543,3.1e-06,59,148.077,4
0.654,0.325,0.39,0.74,2.14e-05,67,139.886,4
0.351,0.622,0.457,0.256,3.44e-05,64,83.375,4
0.48,0.61,0.297,0.0456,0.0,72,90.034,4
0.706,0.485,0.144,0.337,0.0,70,115.414,4
0.549,0.725,0.547,0.0539,3.52e-05,63,108.822,4
0.389,0.805,0.376,0.727,0.00034,41,139.073,4
0.686,0.633,0.218,0.0518,1.09e-05,50,85.955,4
0.698,0.83,0.686,0.00471,0.0,44,155.029,4
0.495,0.663,0.128,0.0411,0.0,40,86.728,4
0.579,0.735,0.411,0.341,0.0,37,137.98,4
0.241,0.722,0.142,0.0145,0.001,42,115.869,4
0.72,0.691,0.34,0.0486,2.16e-05,51,115.966,4
0.58,0.758,0.188,0.229,2.43e-05,36,103.847,4
0.675,0.703,0.421,0.144,3.33e-06,40,79.97,4
0.514,0.717,0.333,0.209,0.0,40,140.9,4
0.401,0.834,0.17,0.244,0.0,33,129.443,4
0.527,0.772,0.438,0.0248,4.81e-06,39,97.948,4
0.808,0.647,0.29,0.0716,0.000466,69,110.036,4
0.709,0.505,0.71,0.503,0.000422,48,77.947,4
0.7,0.435,0.645,0.00829,0.00012,56,125.894,4
0.775,0.308,0.633,0.215,1.43e-05,50,75.954,4
0.659,0.493,0.497,0.147,3.46e-06,51,92.989,4
0.625,0.699,0.381,0.059,0.0,50,147.956,4
0.611,0.795,0.396,0.184,0.0313,49,75.015,4
0.594,0.454,0.28,0.0392,0.000954,54,75.012,4
0.945,0.702,0.678,0.591,0.000538,71,119.887,4
0.416,0.412,0.409,0.511,0.000423,63,116.84,4
0.687,0.672,0.792,0.198,0.0,65,80.035,4
0.396,0.496,0.679,0.833,0.00534,67,165.647,4
0.514,0.705,0.832,0.209,0.0,20,168.301,4
0.767,0.845,0.906,0.539,3.59e-05,15,110.0,4
0.599,0.578,0.727,0.799,2.14e-06,30,108.74,4
0.571,0.698,0.909,0.0839,0.00319,32,132.215,4
0.76,0.822,0.872,0.461,1.29e-05,39,105.966,4
0.509,0.855,0.638,0.505,0.00012,34,172.484,4
0.624,0.521,0.45,0.626,9.86e-06,26,133.939,4
0.732,0.656,0.752,0.538,0.0,19,85.045,4
0.751,0.636,0.789,0.803,0.00231,23,104.892,4
0.658,0.689,0.874,0.665,1.12e-05,50,195.042,4
0.799,0.843,0.96,0.0338,3.33e-05,55,110.726,4
0.6,0.633,0.966,0.741,0.0736,60,120.627,4
0.753,0.723,0.722,0.333,5.92e-06,47,87.001,4
0.674,0.812,0.702,0.281,0.0,49,120.15,4
0.704,0.949,0.899,0.553,0.0,47,94.966,4
0.727,0.6,0.676,0.326,0.0,36,125.054,4
0.79,0.89,0.795,0.569,2.71e-05,49,95.088,4
0.614,0.584,0.931,0.663,0.000304,13,96.76,4
0.808,0.965,0.974,0.0028,0.0,11,120.012,4
0.5,0.547,0.274,0.364,0.00026,12,79.977,4
0.812,0.549,0.668,0.589,3.44e-05,49,79.97,4
0.8,0.911,0.856,0.222,0.0,42,120.066,4
0.586,0.747,0.774,0.415,0.0,27,119.924,4
0.78,0.856,0.88,0.223,0.0,47,101.979,4
0.833,0.918,0.967,0.0646,2.49e-05,51,128.023,4
0.859,0.709,0.885,0.079,3.89e-06,54,83.681,4
0.677,0.897,0.815,0.281,0.0,36,90.982,4
0.777,0.857,0.77,0.303,0.0,42,97.514,4
0.808,0.658,0.641,0.187,0.00012,16,94.992,4
0.906,0.456,0.929,0.735,0.0112,36,125.291,4
0.485,0.651,0.588,0.855,0.0152,40,172.23,4
0.514,0.631,0.92,0.295,1.64e-05,39,94.828,4
0.571,0.489,0.64,0.57,0.00884,35,100.634,4
0.494,0.435,0.819,0.26,0.0,18,88.571,4
0.672,0.853,0.891,0.603,8.92e-06,46,98.691,4
0.724,0.942,0.81,0.419,3.53e-06,56,100.027,4
0.721,0.941,0.789,0.552,0.0,48,103.024,4
0.69,0.727,0.705,0.192,0.00458,20,126.997,4
0.804,0.495,0.86,0.33,0.0,22,89.998,4
0.825,0.512,0.943,0.526,0.0,16,90.041,4
0.73,0.695,0.815,0.76,0.0,19,140.016,4
0.597,0.28,0.528,0.803,0.0,36,77.565,4
0.697,0.752,0.715,0.313,0.000235,49,93.019,4
0.686,0.573,0.764,0.877,0.0267,19,129.434,4
0.676,0.704,0.812,0.000362,0.0709,54,129.594,4
0.611,0.47,0.97,0.579,0.0,69,85.527,4
0.398,0.249,0.349,0.906,5.71e-06,11,142.239,4
0.638,0.867,0.805,0.144,0.000733,70,115.692,4
0.484,0.59,0.324,0.795,0.00306,59,140.588,4
0.615,0.91,0.77,0.5,0.511,60,111.013,4
0.494,0.735,0.742,0.00401,3.14e-06,61,132.526,4
0.251,0.917,0.504,0.000678,0.000453,36,127.112,4
0.658,0.757,0.808,0.0904,0.0076,45,107.418,4
0.47,0.913,0.977,6.59e-05,0.267,53,130.425,4
0.82,0.613,0.816,0.0208,0.000101,50,117.602,4
0.75,0.785,0.752,0.0278,0.0,61,126.361,4
0.536,0.901,0.666,0.00145,0.0186,73,87.559,4
0.789,0.683,0.882,0.48,0.0,59,92.311,4
0.571,0.387,0.196,0.0549,0.0,17,164.977,4
0.394,0.243,0.504,0.658,0.00603,51,173.365,4
0.785,0.476,0.865,0.0957,0.0317,22,119.993,4
0.758,0.55,0.833,0.0716,1.4e-05,44,95.686,4
0.634,0.677,0.939,0.318,0.0,67,95.792,4
0.737,0.495,0.967,0.0588,9.12e-06,70,104.409,4
0.513,0.826,0.539,0.555,3.48e-05,62,94.582,4
0.667,0.521,0.856,0.202,6.55e-05,50,117.917,4
0.453,0.213,0.0955,0.554,3.68e-06,13,64.177,4
0.404,0.43,0.641,0.538,0.0,71,180.061,4
0.773,0.641,0.66,0.0154,0.00104,17,116.287,4
0.377,0.682,0.288,0.000894,0.00217,78,108.736,4
0.82,0.464,0.872,0.156,0.0,63,109.374,4
0.584,0.435,0.399,0.301,0.00734,48,132.439,4
0.542,0.461,0.629,0.465,0.0,52,94.214,4
0.2,0.943,0.778,0.0125,0.0,37,203.243,4
0.786,0.627,0.831,0.00737,0.00186,56,126.461,4
0.483,0.721,0.562,0.729,0.0,71,95.261,4
0.654,0.641,0.794,0.00535,0.00321,65,114.696,4
0.55,0.824,0.777,0.448,0.000127,73,114.512,4
0.867,0.73,0.917,0.45,0.0143,10,132.57,4
0.507,0.763,0.708,0.172,0.886,57,176.193,4
0.687,0.589,0.686,0.635,5.26e-06,46,92.021,4
0.66,0.512,0.852,0.313,0.0,72,133.607,4
0.751,0.501,0.902,0.234,0.112,77,167.058,4
0.524,0.543,0.877,0.734,0.0,13,128.091,4
0.472,0.712,0.693,0.318,0.0,13,192.915,4
0.581,0.78,0.561,0.508,1.07e-05,65,123.711,4
0.476,0.604,0.583,0.11,4.15e-05,53,87.304,4
0.727,0.387,0.966,0.248,0.0102,41,160.395,4
0.397,0.499,0.367,0.0766,1.55e-06,66,171.067,4
0.565,0.962,0.906,0.437,0.0,59,148.808,4
0.618,0.588,0.768,0.0128,0.0266,61,86.903,4
0.774,0.641,0.875,0.0765,0.0,69,113.256,4
0.734,0.581,0.962,0.24,0.000585,66,119.337,4
0.666,0.733,0.597,0.138,0.000349,52,101.858,4
0.816,0.514,0.912,0.767,0.949,64,136.837,4
0.739,0.917,0.749,0.177,0.119,66,110.163,4
0.821,0.611,0.96,0.414,0.000152,47,97.264,4
0.518,0.376,0.744,0.933,0.86,58,158.089,4
0.747,0.777,0.757,0.0582,0.0,38,116.142,4
0.865,0.652,0.829,0.566,0.000919,58,90.081,4
0.719,0.615,0.961,0.0345,0.0492,56,170.888,4
0.899,0.491,0.826,0.148,3.82e-06,51,107.706,4
0.717,0.665,0.774,0.0659,0.0,61,105.693,4
0.376,0.67,0.837,0.0727,2.52e-06,59,185.503,4
0.784,0.708,0.749,0.457,7.5e-05,54,120.109,4
0.808,0.85,0.717,0.115,0.000109,63,106.855,4
0.768,0.853,0.889,0.0548,0.13,53,107.234,4
0.831,0.782,0.631,0.0731,0.0171,64,107.877,4
0.9,0.709,0.897,0.296,0.00047,54,105.822,4
0.883,0.664,0.8,0.225,2.3e-06,53,118.104,4
0.814,0.672,0.933,0.0435,0.0,67,109.394,4
0.676,0.692,0.799,0.668,0.00915,61,102.516,4
0.706,0.727,0.965,0.114,7.7e-05,64,119.55,4
0.851,0.669,0.911,0.239,0.0852,55,126.624,4
0.704,0.735,0.681,0.28,0.149,12,105.182,4
0.623,0.824,0.574,0.0195,0.13,54,111.356,4
0.88,0.57,0.791,0.292,0.0388,49,106.035,4
0.811,0.647,0.99,0.0823,0.681,59,139.787,4
0.562,0.523,0.527,0.361,8.74e-06,53,83.939,4
0.628,0.874,0.691,0.391,0.0,74,81.967,4
0.774,0.603,0.646,0.168,0.0,54,89.998,4
0.789,0.715,0.907,0.279,0.0,60,91.803,4
0.726,0.443,0.261,0.387,0.0,56,123.869,4
0.783,0.608,0.64,0.166,0.0,32,117.988,4
0.674,0.575,0.669,0.413,0.0,47,119.992,4
0.738,0.596,0.457,0.232,1.09e-06,70,94.017,4
0.615,0.699,0.464,0.688,0.0,67,167.993,4
0.596,0.607,0.446,0.34,0.0,69,129.252,4
0.893,0.482,0.692,0.0848,0.0,67,105.066,4
0.639,0.493,0.483,0.698,0.0,57,89.973,4
0.558,0.528,0.58,0.836,0.0,43,79.397,4
0.722,0.606,0.65,0.569,0.0,62,89.023,4
0.563,0.692,0.476,0.357,0.0,55,123.065,4
0.808,0.588,0.771,0.127,0.0,50,149.969,4
0.668,0.42,0.781,0.72,0.0,46,124.051,4
0.598,0.407,0.673,0.523,0.0,47,60.01,4
0.553,0.536,0.436,0.0585,0.0,47,199.755,4
0.841,0.303,0.32,0.313,7.14e-06,69,128.061,4
0.757,0.547,0.527,0.462,0.0,68,101.023,4
0.795,0.555,0.61,0.33,0.0,34,71.004,4
0.589,0.457,0.72,0.617,0.0,47,101.616,4
0.656,0.655,0.421,0.375,0.0,47,147.927,4
0.796,0.339,0.579,0.344,1.78e-06,46,99.993,4
0.782,0.724,0.805,0.145,0.0,51,127.985,4
0.769,0.713,0.379,0.453,0.0,47,120.03,4
0.776,0.442,0.588,0.0702,0.00496,36,95.971,4
0.881,0.595,0.911,0.282,0.000117,63,130.019,4
0.508,0.63,0.198,0.133,0.0,45,89.962,4
0.658,0.426,0.426,0.146,0.0,50,74.478,4
0.715,0.682,0.781,0.561,0.0,47,90.011,4
0.797,0.453,0.475,0.381,0.0,42,146.045,4
0.822,0.51,0.339,0.342,0.0,69,134.853,4
0.689,0.619,0.71,0.178,0.0,70,95.922,4
0.591,0.639,0.318,0.22,0.0,39,75.563,4
0.712,0.312,0.518,0.609,0.0,45,123.904,4
0.638,0.532,0.495,0.572,0.0,45,93.972,4
0.79,0.566,0.587,0.685,0.0,59,121.948,4
0.668,0.655,0.319,0.0827,0.0,44,120.073,4
0.689,0.681,0.615,0.265,0.0,54,104.064,4
0.799,0.667,0.593,0.789,0.0,43,130.021,4
0.637,0.591,0.773,0.0444,0.0,43,83.0,4
0.846,0.394,0.644,0.36,0.0,51,130.022,4
0.722,0.78,0.812,0.292,0.0,47,109.423,4
0.535,0.635,0.434,0.415,0.000847,41,99.01,4
0.767,0.63,0.808,0.129,0.0,40,134.001,4
0.753,0.396,0.724,0.525,0.0,67,80.951,4
0.712,0.605,0.511,0.132,0.0,48,94.953,4
0.899,0.42,0.426,0.6,2.68e-06,43,120.06,4
0.449,0.598,0.689,0.375,0.0,45,48.981,4
0.541,0.59,0.776,0.00325,0.0,49,192.318,4
0.739,0.708,0.216,0.0769,4.74e-06,50,97.975,4
0.706,0.796,0.804,0.505,0.0,60,160.182,4
0.586,0.264,0.21,0.71,0.0,64,80.162,4
0.782,0.63,0.293,0.421,0.0,67,139.942,4
0.67,0.562,0.446,0.596,0.0,45,85.887,4
0.733,0.685,0.117,0.338,0.0,43,109.067,4
0.699,0.531,0.701,0.107,0.0,71,127.967,4
0.616,0.723,0.449,0.231,0.0,61,95.071,4
0.778,0.579,0.826,0.598,7.45e-06,49,99.996,4
0.776,0.5,0.491,0.0537,0.0,76,92.027,4
0.594,0.751,0.526,0.204,0.0,48,89.331,4
0.832,0.484,0.83,0.665,1.02e-05,70,142.111,4
0.316,0.257,0.113,0.0168,0.00484,31,77.009,4
0.678,0.871,0.28,0.0587,0.249,61,117.029,4
0.498,0.721,0.589,0.136,0.7,66,140.027,4
0.48,0.717,0.335,0.0625,0.000685,58,109.756,4
0.39,0.255,0.179,0.806,1.14e-06,55,122.056,4
0.418,0.547,0.13,0.211,0.0443,58,131.99,4
0.602,0.881,0.577,0.00462,0.0266,75,125.012,4
0.632,0.592,0.499,0.124,0.0,57,89.522,4
0.652,0.669,0.769,0.122,0.00039,61,115.047,4
0.345,0.313,0.164,0.717,0.000822,62,207.969,4
0.925,0.548,0.0922,0.394,0.000128,70,100.015,4
0.674,0.428,0.337,0.121,0.0,78,84.878,4
0.375,0.304,0.147,0.943,0.303,70,147.989,4
0.373,0.63,0.352,0.0552,0.0,64,115.942,4
0.681,0.621,0.428,0.036,0.00555,64,135.538,4
0.665,0.389,0.521,0.745,0.000982,58,89.962,4
0.526,0.712,0.32,0.0161,0.0,71,105.009,4
0.4,0.726,0.806,0.0447,0.838,48,92.299,4
0.566,0.664,0.764,0.0928,0.305,66,91.117,4
0.652,0.549,0.186,0.317,0.0,70,120.073,4
0.571,0.172,0.297,0.979,0.275,65,90.972,4
0.488,0.555,0.375,0.41,0.0,60,147.88,4
0.678,0.662,0.498,0.0123,0.0,62,80.318,4
0.518,0.81,0.179,0.016,0.0013,63,99.968,4
0.742,0.546,0.868,0.172,0.38,70,104.996,4
0.443,0.737,0.746,0.00149,0.0032,59,115.277,4
0.612,0.476,0.257,0.861,0.00401,54,118.383,4
0.464,0.815,0.467,0.00871,0.201,65,161.845,4
0.723,0.669,0.35,0.0522,0.192,65,125.051,4
0.637,0.503,0.661,0.713,0.000113,63,81.061,4
0.514,0.632,0.31,0.208,0.0132,63,94.569,4
0.324,0.463,0.2,0.0781,5.63e-06,59,125.295,4
0.39,0.834,0.684,0.0554,0.18,47,157.077,4
0.483,0.695,0.294,0.00461,0.000661,60,126.212,4
0.303,0.9,0.491,0.0277,0.635,75,149.508,4
0.829,0.435,0.594,0.0363,0.878,68,103.816,4
0.847,0.386,0.178,0.411,0.00176,69,104.001,4
0.595,0.772,0.345,0.126,0.926,57,134.9,4
0.681,0.915,0.607,0.00334,0.0817,54,118.027,4
0.563,0.182,0.115,0.78,0.0222,46,129.937,4
0.929,0.572,0.288,0.017,0.00353,65,128.014,4
0.505,0.746,0.724,0.00165,0.0463,57,138.126,4
0.599,0.533,0.607,0.475,0.00153,62,122.262,4
0.298,0.112,0.0972,0.972,0.0823,59,86.786,4
0.436,0.804,0.784,0.209,0.0,60,188.061,4
0.621,0.199,0.178,0.976,0.00186,63,128.905,4
0.652,0.545,0.626,0.774,0.0428,67,107.019,4
0.573,0.639,0.24,0.784,0.633,54,89.575,4
0.74,0.798,0.571,0.189,0.00128,63,119.964,4
0.663,0.522,0.301,0.392,5.41e-06,63,99.765,4
0.798,0.715,0.199,0.191,0.773,53,122.47,4
0.647,0.721,0.546,0.0755,0.121,49,109.967,4
0.534,0.414,0.458,0.218,2.11e-06,60,117.079,4
0.635,0.766,0.686,0.132,0.0,60,93.603,4
0.472,0.745,0.0631,0.000607,2.74e-05,73,180.06,4
0.51,0.503,0.193,0.0216,0.002,67,153.582,4
0.665,0.59,0.577,0.358,0.628,57,110.069,4
0.54,0.674,0.165,0.0978,0.156,60,95.036,4
0.526,0.936,0.283,0.316,0.000384,60,81.305,4
0.504,0.718,0.418,0.219,0.503,56,73.984,4
0.389,0.955,0.431,0.0524,0.652,44,86.927,4
0.563,0.44,0.213,0.286,0.683,64,120.009,4
0.588,0.529,0.591,0.534,0.0683,49,95.971,4
0.578,0.947,0.456,0.00744,0.0816,62,134.034,4
0.398,0.716,0.494,0.0764,0.0,67,117.295,4
0.581,0.4,0.433,0.893,0.576,65,112.331,4
0.457,0.455,0.163,0.348,0.00122,61,100.049,4
0.442,0.214,0.277,0.903,0.0122,48,100.604,4
0.506,0.807,0.394,0.161,0.0,58,163.239,4
0.57,0.993,0.405,0.00628,0.00796,58,87.0,4
0.547,0.635,0.525,0.0127,5.01e-06,60,113.678,4
0.468,0.812,0.789,0.0372,1.46e-06,56,72.987,4
0.422,0.788,0.544,0.101,0.00282,62,140.423,4
0.46,0.686,0.338,0.0324,4.45e-06,61,173.829,4
0.27,0.83,0.205,0.00956,0.434,62,117.314,4
0.816,0.635,0.307,0.105,0.846,59,124.005,4
0.326,0.685,0.409,0.503,0.0,76,86.882,4
0.396,0.887,0.253,5.1e-05,0.354,40,175.919,4
0.591,0.782,0.733,0.61,0.0,37,158.018,4
0.609,0.798,0.401,0.018,8.68e-06,60,130.034,4
0.457,0.883,0.736,0.209,5.11e-06,53,99.937,4
0.672,0.752,0.429,0.0046,0.00047,67,116.945,4
0.878,0.525,0.694,0.183,0.0,81,112.022,4
0.516,0.825,0.424,0.188,0.0,60,180.006,4
0.915,0.556,0.67,0.0145,0.000179,79,148.964,4
0.842,0.368,0.713,0.251,0.0114,75,79.96,4
0.414,0.663,0.33,0.163,0.0,74,108.98,4
0.583,0.075,0.347,0.933,1.4e-06,71,108.418,4
0.623,0.647,0.522,0.00122,0.0,85,107.987,4
0.752,0.702,0.324,0.296,0.0,66,119.987,4
0.561,0.0848,0.206,0.913,2.62e-05,82,102.128,4
0.376,0.43,0.129,0.0902,0.0,83,77.599,4
0.413,0.521,0.532,0.162,0.0,76,103.391,4
0.548,0.805,0.648,0.212,0.000389,76,142.094,4
0.801,0.589,0.58,0.0863,0.0,79,116.934,4
0.643,0.594,0.442,0.0128,0.0,74,144.033,4
0.8,0.876,0.912,0.0148,0.0,68,100.025,4
0.704,0.692,0.369,0.0942,0.0109,66,96.005,4
0.695,0.573,0.38,0.132,0.000137,80,100.031,4
0.573,0.662,0.361,0.0561,0.0,54,157.791,4
0.761,0.554,0.381,0.226,0.000232,71,145.015,4
0.821,0.448,0.45,0.296,3.26e-06,68,105.006,4
0.544,0.459,0.418,0.245,0.0,63,172.12,4
0.677,0.714,0.355,0.162,0.0,73,94.956,4
0.881,0.696,0.781,0.137,4.13e-05,82,97.002,4
0.641,0.355,0.453,0.831,0.000855,80,120.032,4
0.517,0.525,0.478,0.217,0.0,66,170.049,4
0.641,0.582,0.406,0.205,0.0,68,102.098,4
0.752,0.698,0.347,0.52,0.0,71,132.058,4
0.698,0.296,0.497,0.836,0.00437,40,91.021,4
0.593,0.451,0.589,0.836,0.0,59,78.009,4
0.409,0.446,0.135,0.65,0.0,70,75.638,4
0.63,0.63,0.163,0.0131,0.0,80,80.512,4
0.618,0.823,0.58,0.0132,0.0,75,82.004,4
0.663,0.302,0.626,0.395,2.72e-06,43,176.107,4
0.584,0.465,0.299,0.678,0.0,80,95.969,4
0.619,0.445,0.35,0.378,0.0,67,160.125,4
0.854,0.712,0.601,0.0436,0.0,78,89.975,4
0.51,0.827,0.338,0.00708,7.27e-05,61,92.92,4
0.36,0.0823,0.134,0.93,9.62e-06,62,136.402,4
0.501,0.666,0.426,0.48,0.0,51,135.438,4
0.815,0.485,0.381,0.0326,0.0,63,98.076,4
0.716,0.316,0.243,0.746,0.0,63,73.037,4
0.591,0.815,0.306,0.168,8.68e-06,74,118.024,4
0.822,0.591,0.384,0.0133,0.147,45,124.015,4
0.626,0.423,0.571,0.128,0.0,74,95.162,4
0.218,0.215,0.138,0.967,0.0847,75,76.74,4
0.71,0.336,0.34,0.542,0.0204,61,80.002,4
0.463,0.282,0.244,0.884,0.000158,59,106.952,4
0.411,0.285,0.213,0.872,0.000354,68,72.139,4
0.553,0.509,0.264,0.515,0.0,59,153.674,4
0.554,0.498,0.413,0.23,5.98e-06,84,79.635,4
0.863,0.576,0.932,0.406,0.00824,65,100.03,4
0.619,0.464,0.58,0.15,0.88,60,79.033,4
0.861,0.647,0.67,0.594,0.661,79,158.037,4
0.684,0.438,0.253,0.222,0.0,58,123.997,4
0.558,0.632,0.519,0.832,0.105,66,161.764,4
0.665,0.351,0.45,0.515,0.798,61,87.054,4
0.732,0.408,0.663,0.747,0.000229,39,87.016,4
0.598,0.71,0.726,0.0476,1.77e-05,76,97.976,4
0.73,0.344,0.543,0.138,0.00128,59,142.129,4
0.449,0.875,0.43,0.118,0.469,57,140.078,4
0.512,0.544,0.616,0.356,0.0159,60,99.927,4
0.449,0.89,0.276,0.000147,0.0198,58,136.069,4
0.689,0.463,0.864,0.066,0.000152,65,86.998,4
0.702,0.764,0.471,0.12,0.000307,54,85.991,4
0.538,0.77,0.238,0.0158,0.214,65,127.103,4
0.552,0.717,0.038,0.0161,0.188,42,110.015,4
0.808,0.805,0.886,0.00113,0.0585,62,107.965,4
0.792,0.723,0.19,0.361,0.0919,48,115.425,4
0.623,0.613,0.745,0.638,0.572,61,147.168,4
0.816,0.464,0.963,0.0498,0.201,64,89.571,4
0.715,0.444,0.541,0.93,0.359,47,123.034,4
0.642,0.575,0.405,0.0374,0.637,54,98.06,4
0.637,0.722,0.302,0.114,0.0644,48,130.632,4
0.677,0.394,0.539,0.672,0.000124,51,96.985,4
0.778,0.774,0.582,0.052,0.00118,49,124.942,4
0.6,0.617,0.354,0.755,0.624,48,110.024,4
0.644,0.443,0.377,0.12,0.119,53,90.04,4
0.653,0.76,0.6,0.475,0.000129,70,98.008,4
0.869,0.479,0.388,0.0374,0.0168,60,91.757,4
0.878,0.779,0.778,0.118,0.0192,57,115.009,4
0.369,0.549,0.246,0.512,0.099,50,91.579,4
0.63,0.409,0.332,0.119,0.629,74,122.848,4
0.493,0.414,0.426,0.0319,0.00134,50,133.65,4
0.896,0.621,0.818,0.00532,0.0,77,121.966,4
0.938,0.638,0.313,0.0167,0.0,78,97.075,4
0.834,0.73,0.446,0.00513,0.0,87,155.008,4
0.524,0.397,0.552,0.745,0.0,75,80.744,4
0.893,0.641,0.771,0.128,8.06e-05,75,94.017,4
0.888,0.525,0.243,0.029,5.68e-06,74,133.983,4
0.817,0.816,0.508,0.00263,0.0,75,181.982,4
0.412,0.441,0.174,0.0296,0.0726,71,185.571,4
0.69,0.729,0.478,0.276,5.08e-05,72,128.96,4
0.68,0.578,0.341,0.331,0.0,87,145.038,4
0.705,0.784,0.377,0.0133,0.0,66,160.035,4
0.796,0.586,0.179,0.0247,0.0,83,97.981,4
0.742,0.595,0.431,0.15,0.0,67,101.013,4
0.58,0.532,0.39,0.294,0.0,69,112.049,4
0.624,0.723,0.757,0.172,0.0,65,84.789,4
0.729,0.625,0.261,0.194,0.00986,82,146.034,4
0.813,0.488,0.688,0.187,0.000132,54,139.983,4
0.681,0.865,0.528,0.00464,0.00169,77,91.017,4
0.879,0.499,0.405,0.24,0.0,73,106.043,4
0.917,0.679,0.453,0.0867,0.0,65,102.449,4
0.785,0.478,0.39,0.0254,0.0,62,134.002,4
0.747,0.705,0.56,0.0128,0.0,71,136.024,4
0.541,0.803,0.221,0.0796,1.71e-05,75,142.135,4
0.854,0.463,0.549,0.117,0.0,76,120.024,4
0.82,0.603,0.177,0.0351,0.0159,70,159.976,4
0.781,0.728,0.395,0.0509,1.94e-06,75,102.99,4
0.836,0.544,0.51,0.0403,0.0,82,97.028,4
0.771,0.685,0.683,0.00543,0.00157,70,88.997,4
0.673,0.695,0.774,0.0387,0.00206,73,151.468,4
0.594,0.749,0.344,0.00188,0.000139,74,130.064,4
0.375,0.862,0.478,0.071,0.0,74,159.841,4
0.926,0.916,0.904,0.35,6.17e-06,69,110.007,4
0.517,0.598,0.922,0.388,2.22e-06,61,96.933,4
0.724,0.573,0.438,0.118,0.0,74,113.088,4
0.909,0.52,0.576,0.0116,2.91e-06,54,119.825,4
0.85,0.569,0.294,0.0609,0.0816,82,80.02,4
0.587,0.698,0.0985,0.0152,0.0,64,133.954,4
0.579,0.848,0.489,0.0717,2.78e-05,40,155.971,4
0.642,0.558,0.51,0.164,0.0,57,156.053,4
0.745,0.741,0.48,0.209,0.0,58,94.002,4
0.822,0.471,0.512,0.186,0.0,69,135.07,4
0.568,0.79,0.566,0.174,0.0,66,109.747,4
0.777,0.67,0.946,0.177,0.0,52,127.961,4
0.751,0.647,0.355,0.211,0.0,58,104.022,4
